SubjectID,SubjectName,SubjectDescription,Name,NumericCode,CourseCode,Description,Prerequisite,Antirequisite,Corequisite,OneWayExclusion,CrossListed
63,Management Science (CCE),,Special Topics in Mathematics,395,CMSC,Course intended for computer science students covering more advanced level selected topics in mathematics.,CMSC 000 or departmental approval.,,,,
58,Civil Engineering,,Water-Energy Sustainability,677,CIVE,"Sustainable water resources management: water requirements and frameworks for allocations for agriculture, urbanization, resource extraction, energy production and the environment. Analysis and modelling of the constraints and implications, within and across sectors, of water allocation and energy production choices and their climate change impacts. Critical assessment of contemporary case studies related to the water-energy nexus",Permission of the instructor,,,,
64,Cognitive Science,,Research Cognitive Science,401,COGS,Research project supervised by a McGill Faculty member.,,,,,
64,Cognitive Science,,Undergraduate Research Project,396,COGS,Independent research project with a final written report.,,This course cannot be taken under the S/U option. Departmental permission required. Students cannot be supervised by the same instructor for two 396 Science courses. Open to students in programs offered by the Faculty of Science only.,,,
64,Cognitive Science,,Research Cognitive Science,401D2,COGS,Research project supervised by a McGill Faculty member.,COGS 401D1,,,,
64,Cognitive Science,,Research Cognitive Science,401D1,COGS,Research project supervised by a McGill Faculty member.,,,,,
64,Cognitive Science,,Honours Research,444,COGS,Honours research project.,Permission of Director of Cognitive Science Programs.,,,,
64,Cognitive Science,,Honours Research,444D1,COGS,Honours research project.,Permission of Director of Cognitive Science Programs.,,,,
64,Cognitive Science,,Honours Research,444N1,COGS,Honours research project.,Permission of Director of Cognitive Science Programs.,,,,
64,Cognitive Science,,Honours Research,444N2,COGS,See COGS 444N1 for course description.,COGS 444N1.,,,,
65,Computer Science (Sci),,Computers and Computing,102,COMP,"A course for students with no previous knowledge of computer science. The impact of computers on society. Web design and dynamic content. The inner workings of computers (hardware). Networking principles. Algorithm design and programming. A look at how computers store data (image, sound, and video). Software distribution policies and mechanisms.",high school level mathematics course on functions.,"Credit will not be given for COMP 102 if it is taken concurrently with, or after, any of: COMP 202, COMP 203, COMP 208, COMP 250. Management students cannot receive credit for COMP 102.",,,
64,Cognitive Science,,Honours Research,444D2,COGS,See COGS 444D1 for course description.,COGS 444D1.,,,,
65,Computer Science (Sci),,Computers and Society,189,COMP,"How computer technologies shape social notions such as ownership, safety, and privacy. Emphasis is on computer science powering both day-to-day technologies (e.g., online social media) and those in the news (e.g., cyberwar). Discussions will investigate technology and social issues in order to understand both.",,,,,
65,Computer Science (Sci),,FYS: Excursions in Computer Science,199,COMP,"This is a seminar format course intended for freshman and other beginning students. The topics are chosen to encourage critical discussion of fundamental ideas. Possible topics are computability, complexity, geometry, vision, AI, pattern recognition, machine models, cryptography and security and social implications of computing.",high school mathematics,"Open only to newly admitted students in U0 or U1, who may take only one FYS. Students who register for more than one will be obliged to withdraw from all but one of them.",,,
65,Computer Science (Sci),,Foundations of Programming,202,COMP,"Introduction to computer programming in a high level language: variables, expressions, primitive types, methods, conditionals, loops. Introduction to algorithms, data structures (arrays, strings), modular software design, libraries, file input/output, debugging, exception handling. Selected topics.",a CEGEP level mathematics course,"COMP 202 and COMP 208 cannot both be taken for credit. COMP 202 is intended as a general introductory course, while COMP 208 is intended for students interested in scientific computation. COMP 202 cannot be taken for credit with or after COMP 250",,,
65,Computer Science (Sci),,Computer Programming for Life Sciences,204,COMP,"Computer Science (Sci): Computer programming in a high level language: variables, expressions, types, functions, conditionals, loops, objects and classes. Introduction to algorithms, modular software design, libraries, file input/output, debugging. Emphasis on applications in the life sciences.",,"Only one of COMP 204, COMP 202 and COMP 208 can be taken for credit.",,,
65,Computer Science (Sci),,Introduction to Software Systems,206,COMP,"Comprehensive overview of programming in C, use of system calls and libraries, debugging and testing of code; use of developmental tools like make, version control systems.",COMP 202 or COMP 250,,,,
65,Computer Science (Sci),,Computer Programming for Physical Sciences and Engineering,208,COMP,"Programming and problem solving in a high level computer language: variables, expressions, types, functions, conditionals, loops, objects and classes. Introduction to algorithms such as searching and sorting. Modular software design, libraries, file input and output, debugging. Emphasis on applications in Physical Sciences and Engineering, such as root finding, numerical integration, diffusion, Monte Carlo methods.",MATH 141 or equivalent.,"Credit can be given only for one of COMP 202, COMP 204, or COMP 208. COMP 208 cannot be taken for credit with or after COMP 250 or COMP 206.",,,
65,Computer Science (Sci),,Logic and Computability,230,COMP,"Propositional Logic, predicate calculus, proof systems, computability Turing machines, Church-Turing thesis, unsolvable problems, completeness, incompleteness, Tarski semantics, uses and misuses of Gödel's theorem.",CEGEP level mathematics.,,,,
65,Computer Science (Sci),,Introduction to Computer Science,250,COMP,"Mathematical tools (binary numbers, induction, recurrence relations, asymptotic complexity, establishing correctness of programs), Data structures (arrays, stacks, queues, linked lists, trees, binary trees, binary search trees, heaps, hash tables), Recursive and non-recursive algorithms (searching and sorting, tree and graph traversal). Abstract data types, inheritance. Selected topics.",,,,,
65,Computer Science (Sci),,Algorithms and Data Structures,251,COMP,"Introduction to algorithm design and analysis. Graph algorithms, greedy algorithms, data structures, dynamic programming, maximum flows.",COMP 250,Not open to students who have taken or are taking COMP 252.,,,
65,Computer Science (Sci),,Honours Algorithms and Data Structures,252,COMP,"The design and analysis of data structures and algorithms. The description of various computational problems and the algorithms that can be used to solve them, along with their associated data structures. Proving the correctness of algorithms and determining their computational complexity.",COMP 250 and either MATH 235 or MATH 240,(1) Open only to students in Honours programs. (2) Students cannot receive credit for both COMP 251 and COMP 252.,,,
65,Computer Science (Sci),,Introduction to Computer Systems,273,COMP,"Number representations, combinational and sequential digital circuits, MIPS instructions and architecture datapath and control, caches, virtual memory, interrupts and exceptions, pipelining.",,,,,
65,Computer Science (Sci),,History and Philosophy of Computing,280,COMP,A history of early mathematical computation. Symbolic logic and computation. Modern computer systems and networks. The rise of the internet.,,,,,
65,Computer Science (Sci),,Programming Languages and Paradigms,302,COMP,"Programming language design issues and programming paradigms. Binding and scoping, parameter passing, lambda abstraction, data abstraction, type checking. Functional and logic programming.",,,,,
65,Computer Science (Sci),,Software Design,303,COMP,"Principles, mechanisms, techniques, and tools for object-oriented software design and its implementation, including encapsulation, design patterns, and unit testing.",,,,,
65,Computer Science (Sci),,Principles of Web Development,307,COMP,"The course discusses the major principles, algorithms, languages and technologies that underlie web development. Students receive practical hands-on experience through a project.",,,,,
65,Computer Science (Sci),,Computer Systems Lab,308,COMP,"Digital circuitry and programming interface of peripheral circuit boards (cards), e.g., graphics cards; introduction to tools and libraries that interact with the card; performance issues.",COMP 273.,,,,
65,Computer Science (Sci),,Operating Systems,310,COMP,"Control and scheduling of large information processing systems. Operating system software - resource allocation, dispatching, processors, access methods, job control languages, main storage management. Batch processing, multiprogramming, multiprocessing, time sharing.",COMP 273,,,,
65,Computer Science (Sci),,Programming Challenges,321,COMP,"Development of programming skills on tricky challenges, games and puzzles by means of programming competitions.",,,,,
65,Computer Science (Sci),,Introduction to C++,322,COMP,"Basics and advanced features of the C++ language. Syntax, memory management, class structure, method and operator overloading, multiple inheritance, access control, stream I/O, templates, exception handling.",,,,,
65,Computer Science (Sci),,Theory of Computation,330,COMP,"Finite automata, regular languages, context-free languages, push-down automata, models of computation, computability theory, undecidability, reduction techniques.",COMP 251.,,,,
65,Computer Science (Sci),,Numerical Computing,350,COMP,"Computer representation of numbers, IEEE Standard for Floating Point Representation, computer arithmetic and rounding errors. Numerical stability. Matrix computations and software systems. Polynomial interpolation. Least-squares approximation. Iterative methods for solving a nonlinear equation. Discretization methods for integration and differential equations.",,Students cannot receive credit for both COMP 350 and MATH 317.,,,
65,Computer Science (Sci),,Algorithm Design,360,COMP,"Advanced algorithm design and analysis. Linear programming, complexity and NP-completeness, advanced algorithmic techniques.","Either COMP 251 or COMP 252, and either MATH 240 or MATH 235 or MATH 363.",Not open to students who have taken or are taking COMP 362.,,,
65,Computer Science (Sci),,Software Engineering Project,361D2,COMP,See COMP 361D1 for course description.,COMP 361D1,,,,
65,Computer Science (Sci),,Software Engineering Project,361D1,COMP,"Software development process in practice: requirement elicitation and analysis, software design, implementation, integration, test planning, and maintenance. Application of the core concepts and techniques through the realization of a large software system.",,Not open to students who have taken the 3 credit version of COMP 361.,,,
65,Computer Science (Sci),,Honours Algorithm Design,362,COMP,"Basic algorithmic techniques, their applications and limitations. Problem complexity, how to deal with problems for which no efficient solutions are known.",COMP 252,Not open to students who have taken or are taking COMP 360.,,,
65,Computer Science (Sci),,Computer Tools for Life Sciences,364,COMP,"Concepts and tools for programmatic storage, retrieval, searching, numerical analysis, and visualization of large biological data sets.",BIOL 200.,Not available to students in Computer Science or Joint Computer Science programs.,,,
65,Computer Science (Sci),,Undergraduate Research Project,396,COMP,Independent research project with a final written report.,,This course cannot be taken under the S/U option. Departmental permission required. Students cannot be supervised by the same instructor for two 396 Science courses. Open to students in programs offered by the Faculty of Science only.,,,
65,Computer Science (Sci),,Project in Computer Science,400,COMP,"A research project in any area of computer science, involving a programming effort and/or a theoretical investigation, and supervised by a faculty member in the School of Computer Science. Final written report required.",,"For Honours students, or non-Honours students with permission of the department.",,,
65,Computer Science (Sci),,Project in Biology and Computer Science,401,COMP,A research project applying computational approaches to a biological problem. The project is (co)-supervised by a professor in Computer Science and/or Biology. A program advisor from each department has to approve the project.,,Registration in the Biology and Computer Science joint major.,,,
59,Classics,,Tutorial,699,CLAS,Individualized guided research on an approved topic.,,,,,
65,Computer Science (Sci),,Honours Project in Computer Science and Biology,402D1,COMP,A two-semester research project applying computational approaches to a biological problem. The project is (co)-supervised by a professor in Computer Science and/or Biology or related fields.,,Only for students in the Joint Honours in Computer Science and Biology.,,,
65,Computer Science (Sci),,Honours Project in Computer Science and Biology,402D2,COMP,A two-semester research project applying computational approaches to a biological problem. The project is (co)-supervised by a professor in Computer Science and/or Biology or related fields.,COMP 402D1,Only for students in the Joint Honours in Computer Science and Biology.,,,
65,Computer Science (Sci),,Honours Project in Computer Science and Biology,402,COMP,One-semester research project applying computational approaches to a biological problem. The project is (co)-supervised by a professor in Computer Science and/or Biology or related fields.,,Only for students in the Joint Honours in Computer Science and Biology.,,,
65,Computer Science (Sci),,Concurrent Programming,409,COMP,"Characteristics and utility of concurrent programs; formal methods for specification, verification and development of concurrent programs; communications, synchronization, resource allocation and management, coherency and integrity.",,,,,
65,Computer Science (Sci),,Introduction Robotics and Intelligent Systems,417,COMP,"This course considers issues relevant to the design of robotic and of intelligent systems. How can robots move and interact. Robotic hardware systems. Kinematics and inverse kinematics. Sensors, sensor data interpretation and sensor fusion. Path planning. Configuration spaces. Position estimation. Intelligent systems. Spatial mapping. Multi-agent systems. Applications.",,,,,
65,Computer Science (Sci),,Database Systems,421,COMP,"Database Design: conceptual design of databases (e.g., entity-relationship model), relational data model, functional dependencies. Database Manipulation: relational algebra, SQL, database application programming, triggers, access control. Database Implementation: transactions, concurrency control, recovery, query execution and query optimization.",,,,,
65,Computer Science (Sci),,Fundamentals of Machine Learning,451,COMP,"Introduction to the computational, statistical and mathematical foundations of machine learning. Algorithms for both supervised learning and unsupervised learning. Maximum likelihood estimation, neural networks, and regularization.","COMP 251, MATH 222, MATH 223, and MATH 323.",Not open to students who are taking or have taken COMP 551.,,,
65,Computer Science (Sci),,Computational Linguistics,445,COMP,"Introduction to foundational ideas in computational linguistics and natural language processing. Topics include formal language theory, probability theory, estimation and inference, and recursively defined models of language structure. Emphasis on both the mathematical foundations of the field as well as how to use these tools to understand human language.",,Not open to students who have taken or are taking LING 445.,,,
65,Computer Science (Sci),,Artificial Intelligence,424,COMP,Introduction to search methods. Knowledge representation using logic and probability. Planning and decision making under uncertainty. Introduction to machine learning.,,,,,
65,Computer Science (Sci),,Computational Biology Methods,462,COMP,"Application of computer science techniques to problems arising in biology and medicine, techniques for modeling evolution, aligning molecular sequences, predicting structure of a molecule and other problems from computational biology.",,Not open to students who have taken COMP 562. Not open to students who are taking or have taken COMP 561.,,,
65,Computer Science (Sci),,Distributed Systems,512,COMP,"Models and Architectures. Application-oriented communication paradigms (e.g. remote method invocation, group communication). Naming services. Synchronization (e.g. mutual exclusion, concurrency control). Fault-tolerance (e.g. process and replication, agreement protocols). Distributed file systems. Security. Examples of distributed systems (e.g. Web, CORBA). Advanced Topics.",,,,,
65,Computer Science (Sci),,Compiler Design,520,COMP,The structure of a compiler. Lexical analysis. Parsing techniques. Syntax directed translation. Run-time implementation of various programming language constructs. Introduction to code generation for an idealized machine. Students will implement parts of a compiler.,,,,,
65,Computer Science (Sci),,Independent Studies in Computer Science,480,COMP,Reading course permitting independent study under the supervision of a faculty member who specializes in a subject where no course is available.,,Approval must be obtained from the Course Coordinator before registration.,,,
65,Computer Science (Sci),,Modern Computer Games,521,COMP,"Genre and history of games, basic game design, storytelling and narrative analysis, game engines, design of virtual worlds, real-time 2D graphics, game physics and physical simulation, pathfinding and game AI, content generation, 3D game concerns, multiplayer and distributed games, social issues.","COMP 251, MATH 223 and (COMP 303 or COMP 361).",,,,
65,Computer Science (Sci),,Modelling and Simulation,522,COMP,"Simulation and modelling processes, state automata, Petri Nets, state charts, discrete event systems, continuous-time models, hybrid models, system dynamics and object-oriented modelling.",,,,,
65,Computer Science (Sci),,Language-based Security,523,COMP,"State-of-the-art language-based techniques for enforcing security policies in distributed computing environments. Static techniques (such as type- and proof-checking technology), verification of security policies and applications such as proof-carrying code, certifying compilers, and proof-carrying authentication.",,,,,
65,Computer Science (Sci),,Theoretical Foundations of Programming Languages,524,COMP,"Operational and denotational semantics of programming languages. Equivalence theorems for first-order languages. Lambda calculus. Type-inference, typed lambda calculus. Polymorphism. Elements of domain theory and fixed-point induction.",,,,,
65,Computer Science (Sci),,Formal Verification,525,COMP,"Propositional logic - syntax and semantics, temporal logic, other modal logics, model checking, symbolic model checking, binary decision diagrams, other approaches to formal verification.",,,,,
65,Computer Science (Sci),,Logic and Computation,527,COMP,"Introduction to modern constructive logic, its mathematical properties, and its numerous applications in computer science.",COMP 302,Not open to students who have taken COMP 426,,,
65,Computer Science (Sci),,Probabilistic Reasoning and AI,526,COMP,"Belief networks, Utility theory, Markov Decision Processes and Learning Algorithms.",,,,,
65,Computer Science (Sci),,Software Architecture,529,COMP,"Development, analysis, and maintenance of software architectures, with special focus on modular decomposition and reverse engineering.",COMP 303.,,,,
65,Computer Science (Sci),,Model-Driven Software Development,533,COMP,"Model-driven software development; requirements engineering based on use cases and scenarios; object-oriented modelling using UML and OCL to establish complete and precise analysis and design documents; mapping to Java. Introduction to meta-modelling and model transformations, use of modelling tools.",ECSE 321 or COMP 303 or COMP 361,,,,
65,Computer Science (Sci),,Advanced Theory of Computation,531,COMP,"Models for sequential and parallel computations: Turing machines, boolean circuits. The equivalence of various models and the Church-Turing thesis. Unsolvable problems. Model dependent measures of computational complexity. Abstract complexity theory. Exponentially and super-exponentially difficult problems. Complete problems.",COMP 330,,,,
53,Chemical Engineering,,Chemical Processing: Electronics Industry,587,CHEE,"Introduction to semiconductors and elementary semiconductor devices. Chemical processes and unit operations in the manufacture of microelectronic components with emphasis on silicon chip fabrication, fundamentals of crystal growth, photolithography, deposition of thin films, dopant diffusion, plasma and chemical etching, packaging. Safety and environmental concerns. Sustainability practices in this industry.",,,,,
65,Computer Science (Sci),,Computer Networks,535,COMP,"Fundamental design principles, elements, and protocols of computer networks, focusing on the current Internet. Topics include: layered architecture, direct link networks, switching and forwarding, bridge routing, congestion control, end-to-end protocols application of DNS, HTTP, P2P, fair queuing, performance modeling and analysis.",COMP 310 or ECSE 427,,,,
65,Computer Science (Sci),,Matrix Computations,540,COMP,"Designing and programming reliable numerical algorithms. Stability of algorithms and condition of problems. Reliable and efficient algorithms for solution of equations, linear least squares problems, the singular value decomposition, the eigenproblem and related problems. Perturbation analysis of problems. Algorithms for structured matrices.",MATH 327 or COMP 350,,,,
65,Computer Science (Sci),,Computational Perception,546,COMP,"Computational models of visual perception and audition. Vision problems include stereopsis, motion, focus, perspective, color. Audition problems include source localization and recognition. Emphasis on physics of image formation, sensory signal processing, neural pathways and computation, psychophysical methods.",,Not open to students who have taken COMP 646.,,,
65,Computer Science (Sci),,Cryptography and Data Security,547,COMP,"This course presents an in-depth study of modern cryptography and data security. The basic information theoretic and computational properties of classical and modern cryptographic systems are presented, followed by a cryptanalytic examination of several important systems. We will study the applications of cryptography to the security of systems.",,,,,
65,Computer Science (Sci),,Natural Language Processing,550,COMP,"An introduction to the computational modelling of natural language, including algorithms, formalisms, and applications. Computational morphology, language modelling, syntactic parsing, lexical and compositional semantics, and discourse analysis. Selected applications such as automatic summarization, machine translation, and speech processing. Machine learning techniques for natural language processing.",,Not open to students who have taken COMP 599 in 201509 or 201609.,,,
65,Computer Science (Sci),,Applied Machine Learning,551,COMP,"Selected topics in machine learning and data mining, including clustering, neural networks, support vector machines, decision trees. Methods include feature selection and dimensionality reduction, error estimation and empirical validation, algorithm design and parallelization, and handling of large data sets. Emphasis on good methods and practices for deployment of real systems.",,Not open to students who have taken or are taking COMP 451.,,,
65,Computer Science (Sci),,Combinatorial Optimization,552,COMP,"Algorithmic and structural approaches in combinatorial optimization with a focus upon theory and applications. Topics include: polyhedral methods, network optimization, the ellipsoid method, graph algorithms, matroid theory and submodular functions.",Math 350 or COMP 362 (or equivalent).,This course is reserved for undergraduate honours students and graduate students. Not open to students who have taken or are taking MATH 552.,,,
65,Computer Science (Sci),,Approximation Algorithms,554,COMP,"The theory and application of approximation algorithms. Topics include: randomized algorithms, network optimization, linear programming and semi definite programming techniques, the game theoretic method, the primal-dual method, and metric embeddings.",,Not open to students who have taken COMP 692,,,
65,Computer Science (Sci),,Fundamentals of Computer Graphics,557,COMP,"Fundamental mathematical, algorithmic and representational issues in computer graphics: overview of graphics pipeline, homogeneous coordinates, projective transformations, line-drawing and rasterization, hidden surface removal, surface modelling (quadrics, bicubics, meshes), rendering (lighting, reflectance models, ray tracing, texture mapping), compositing colour perception, and other selected topics.","MATH 222, MATH 223, COMP 250, COMP 206",,,,
65,Computer Science (Sci),,Fundamentals of Computer Vision,558,COMP,"Image filtering, edge detection, image features and histograms, image segmentation, image motion and tracking, projective geometry, camera calibration, homographies, epipolar geometry and stereo, point clouds and 3D registration. Applications in computer graphics and robotics.",,,,,
65,Computer Science (Sci),,Fundamentals of Computer Animation,559,COMP,"Fundamental mathematical and computational issues in computer animation with a focus on physics based simulation: overview of numerical integration methods, accuracy and absolute stability, stiff systems and constraints, rigid body motion, collision detection and response, friction, deformation, stable fluid simulation, use of motion capture, and other selected topics.",,,,,
65,Computer Science (Sci),,Graph Algorithms and Applications,560,COMP,"Algorithms for connectivity, partitioning, clustering, colouring and matching. Isomorphism testing. Algorithms for special classes of graphs. Layout and embedding algorithms for graphs and networks.",COMP 360 or COMP 431 or MATH 343,,,,
65,Computer Science (Sci),,Computational Biology Methods and Research,561,COMP,"Application of computer science techniques to problems arising in biology and medicine, techniques for modeling evolution, aligning molecular sequences, predicting structure of a molecule and other problems from computational biology. An in-depth exploration of key research areas.",,Not open to students who have taken COMP 562. Not open to students who are taking or have taken COMP 462.,,,
65,Computer Science (Sci),,Discrete Optimization,566,COMP,Use of computer in solving problems in discrete optimization. Linear programming and extensions. Network simplex method. Applications of linear programming. Vertex enumeration. Geometry of linear programming. Implementation issues and robustness. Students will do a project on an application of their choice.,,,,,
65,Computer Science (Sci),,Discrete Optimization,567,COMP,"Formulation, solution and applications of integer programs. Branch and bound, cutting plane, and column generation algorithms. Combinatorial optimization. Polyhedral methods. A large emphasis will be placed on modelling. Students will select and present a case study of an application of integer programming in an area of their choice.",,,,,
65,Computer Science (Sci),,Reinforcement Learning,579,COMP,"Bandit algorithms, finite Markov decision processes, dynamic programming, Monte-Carlo Methods, temporal-difference learning, bootstrapping, planning, approximation methods, on versus off policy learning, policy gradient methods temporal abstraction and inverse reinforcement learning.","A university level course in machine learning such as COMP 451 or COMP 551. Background in calculus, linear algebra, probability at the level of MATH 222, MATH 223, MATH 323, respectively.",,,,
65,Computer Science (Sci),,Fundamentals of Distributed Algorithms,575,COMP,"Study of a collection of algorithms that are basic to the world of concurrent programming. Discussion of algorithms from the following areas: termination detection, deadlock detection, global snapshots, clock synchronization, fault tolerance (byzantine and self-stabilizing systems). Students will implement algorithms on the BBN butterfly and will present papers on topics in these areas.",COMP 310,,,,
65,Computer Science (Sci),,Topics in Computer Science,596,COMP,Topics in computer science.,Permission of the instructor.,,,,
65,Computer Science (Sci),,Topics in Computer Science,598,COMP,Topics in computer science.,Permission of instructor.,,,,
65,Computer Science (Sci),,Topics in Computer Science,599,COMP,Topics in computer science.,Permission of instructor.,,,,
65,Computer Science (Sci),,Topics in Computer Science,597,COMP,Topics in computer science.,,,,,
65,Computer Science (Sci),,Thesis Literature Review,601,COMP,Review of relevant literature in preparation for the M.Sc. research. This includes regular attendance of the Colloquium organized by the School of Computer Science.,,,,,
65,Computer Science (Sci),,Thesis Literature Review,601D1,COMP,Special topics in computer science.,,Computer Science students,,,
65,Computer Science (Sci),,Thesis Literature Review,601D2,COMP,See COMP 601D1 for course description.,COMP 601D1,,,,
65,Computer Science (Sci),,Thesis Literature Review,601N1,COMP,Special topics in computer science.,,,,,
65,Computer Science (Sci),,Thesis Literature Review,601N2,COMP,See COMP 601N1 for course description.,COMP 601N1,,,,
65,Computer Science (Sci),,Computer Science Seminar,602,COMP,Exposure to ongoing research directions in computer science through regular attendance of the research colloquium organized by the School of Computer Science.,,,,,
65,Computer Science (Sci),,Computer Science Seminar,603,COMP,Exposure to ongoing research directions in computer science through regular attendance of the research colloquium organized by the School of Computer Science.,,,,,
65,Computer Science (Sci),,Information Structures,610,COMP,"Study of elementary data structures: lists, stacks, queues, trees, hash tables, binary search trees, red-black trees, heaps. Augmenting data structures. Sorting and selection, Recursive algorithms. Advanced data structures including binomial heaps, Fibonacci heaps, disjoint set structures, and splay trees. Amortizing. String algorithms. Huffman trees and suffix trees. Graph algorithms.",,,,,
65,Computer Science (Sci),,Distributed Data Management,614,COMP,"Architecture and examples of distributed information systems (e.g., federated databases, component systems, web databases). Data consistency (consistency models, advanced transaction models, advanced concurrency control, distributed recovery). Data replication and caching. Distribution queries, Schema Integration. Advanced Topics.",,,,,
65,Computer Science (Sci),,Database Programming Principles,612,COMP,"Database programming using the relational algebra. Integrates the relational model of databases with principles of high-level programming languages. Includes functional and object-oriented paradigms, logic programming, recursive data structures, scoping, and procedural and data abstraction. Applications to knowledge bases, data mining, semistructured data, Internet DB.",,,,,
65,Computer Science (Sci),,Bioinformatics Seminar,616D1,COMP,Introduction to current trends in Bioinformatics and closely related fields such as genomics and proteomics.,,This seminar is restricted to graduate students in the Bioinformatics Option. Enrolment is limited to 30 students.,,,
65,Computer Science (Sci),,Bioinformatics Seminar,616N1,COMP,Introduction to current trends in Bioinformatics and closely related fields such as genomics and proteomics.,,,,,
65,Computer Science (Sci),,Bioinformatics Seminar,616D2,COMP,See COMP 616D1 for description.,COMP 616D1.,,,,
65,Computer Science (Sci),,Bioinformatics: Functional Genomics,618,COMP,"Techniques related to microarrays (normalization, differential expression, class prediction, class discovery), the analysis of non-coding sequence data (identification of transcription factor binding sites), single nucleotide polymorphisms, the inference of biological networks, and integrative Bioinformatics approaches.",Enrolment in Bioinformatics Option Program or permission of coordinators.,Enrolment by students in the Bioinformatics Option Program or by permission of course coordinators only. Computer Science graduate students not in the Bioinformatics Option Program need additional permission of the M.Sc. or Ph.D. Committee respectively.,,,
65,Computer Science (Sci),,Bioinformatics Seminar,616N2,COMP,See COMP 616N1 for course description.,COMP 616N1,,,,
65,Computer Science (Sci),,Numerical Estimation Methods,642,COMP,"Efficient and reliable numerical algorithms in estimation and their applications. Linear models and least squares estimation. Maximum-likelihood estimation. Kalman filtering. Adaptive estimation, GPS measurements and mathematical models for positioning. Position estimation. Fault detection and exclusion.",,,,,
65,Computer Science (Sci),,Program Analysis and Transformations,621,COMP,"Program analysis and transformations are used in optimizing compilers and other automatic tools such as bug-finders, verification tools and software engineering applications. Course topics include the design of intermediate representations, control flow analysis, data flow analysis at both the intra- and inter-procedural level and program transformations for performance improvement.","COMP 251 or equivalent, COMP 302 or equivalent, COMP 520 is useful but not strictly necessary",,,,
65,Computer Science (Sci),,Theoretical Programming Languages,627,COMP,"Programming language semantics. Lambda calculus, the Church Rosser theorem, typed lambda calculus, the strong normalization theorem, polymorphism, type inference, elements of domain theory, models of the lambda calculus, relating operational and denotational semantics, full abstraction. Reasoning about programs. Soundness and relative completeness of program logics.",,,,,
65,Computer Science (Sci),,Advanced Cryptography,647,COMP,"Information theoretic definitions of security, zero-knowledge protocols, secure function evaluation protocols, cryptographic primitives, privacy amplification, error correction, quantum cryptography, quantum cryptanalysis.",COMP 547,,,,
65,Computer Science (Sci),,Quantum Cryptography,649,COMP,"Review of the basic notions of cryptography and quantum information theory. Quantum key distribution and its proof of security. Quantum encryption, error-correcting codes and authentication. Quantum bit commitment, zero-knowledge and oblivious transfer. Multiparty quantum computations.",COMP 547 and permission of the instructor.,An introduction to notions of Information Theory is required.,,,
65,Computer Science (Sci),,Distributed Simulation,655,COMP,"Conservative and optimistic synchronization involved in executing a discrete event simulation on a distributed platform (e.g. cluster of workstations, shared memory multiprocessor). Focus is on efficiency, strengths and limitations of the different approaches. Applications to large simulations (networks, VLSI, virtual environments).",COMP 310 or equivalent.,,,,
65,Computer Science (Sci),,Machine Learning,652,COMP,"An overview of state-of-the-art algorithms used in machine learning, including theoretical properties and practical applications of these algorithms.",,,,,
65,Computer Science (Sci),,Mining Biological Sequences,680,COMP,Advanced algorithms for the annotation of biological sequences. Algorithms and heuristics for pair-wise and multiple sequence alignment. Gene-finding with hidden Markov models and variants. Motifs discovery techniques: over representation and phylogenetic footprinting approaches. RNA secondary structure prediction. Detection of repetitive elements. Representation and annotation of protein domains.,COMP 462 or with instructor's permission.,,,,
65,Computer Science (Sci),,Software Fault Tolerance,667,COMP,"Software fault tolerance, concepts and implementation. Failure classification; information and time redundancy; forward and backward error recovery; error confinement; idealized fault-tolerant component; sequential and concurrent systems; exception handling; transactions and atomic actions; voting; design diversity. Case studies.",COMP 409 or permission of instructor,,,,
65,Computer Science (Sci),,Probabilistic Analysis of Algorithms,690,COMP,"Probabilistic analysis of algorithms and data structures under random input. Expected behaviour of search trees, tries, heaps, bucket structures and multidimensional data structures. Random sampling, divide-and-conquer, grid methods. Applications in computational geometry and in game tree searching. Combinatorial search problems. Algorithms on random graphs.",,,,,
65,Computer Science (Sci),,Research Project,693,COMP,Ongoing research pertaining to project.,,Computer Science students,,,
65,Computer Science (Sci),,Thesis Research,691,COMP,Ongoing research pertaining to thesis.,,Computer Science students,,,
65,Computer Science (Sci),,Research Project,694,COMP,Ongoing research pertaining to project.,,Computer Science students,,,
65,Computer Science (Sci),,Research Project,695,COMP,Ongoing research pertaining to project.,,Computer Science students,,,
65,Computer Science (Sci),,Thesis Research,696,COMP,Ongoing research pertaining to thesis.,,Computer Science students,,,
65,Computer Science (Sci),,Thesis Research,697,COMP,Ongoing research pertaining to thesis.,,Computer Science students,,,
65,Computer Science (Sci),,Thesis Research,698,COMP,Ongoing research pertaining to thesis.,,Computer Science students,,,
65,Computer Science (Sci),,Thesis Research,699,COMP,Ongoing research pertaining to thesis.,,Computer Science students,,,
65,Computer Science (Sci),,Ph.D. Comprehensive Examination,700,COMP,An examination that must be passed by all doctoral candidates in order to continue in the doctoral program.,,,,,
65,Computer Science (Sci),,Ph.D. Comprehensive Examination,700D1,COMP,An examination that must be passed by all doctoral candidates in order to continue in the doctoral program.,,,,,
65,Computer Science (Sci),,Ph.D. Comprehensive Examination,700D2,COMP,See COMP 700D1 for course description.,COMP 700D1,,,,
65,Computer Science (Sci),,Thesis Proposal and Area Examination,701,COMP,Submission of doctorate thesis proposal and examination that assesses the student's breadth of knowledge in the research area.,,,,,
65,Computer Science (Sci),,Advanced Topics Theory,761,COMP,Advanced topics in theory related to computer science.,,,,,
